pdbid,H_H,H_C,H_N,H_O,H_S,C_H,C_C,C_N,C_O,C_S,N_H,N_C,N_N,N_O,N_S,O_H,O_C,O_N,O_O,O_S,S_H,S_C,S_N,S_O,S_S,H_P,C_P,N_P,O_P,S_P,H_F,C_F,N_F,O_F,S_F,H_I,C_I,N_I,O_I,S_I
5eis,550.0,594.0,183.0,87.0,0.0,2211.0,2352.0,714.0,349.0,0.0,492.0,534.0,164.0,81.0,0.0,565.0,612.0,194.0,93.0,0.0,43.0,41.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ekm,1007.0,628.0,160.0,172.0,68.0,3568.0,2271.0,588.0,643.0,241.0,971.0,613.0,168.0,170.0,70.0,887.0,560.0,146.0,161.0,64.0,15.0,9.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5el9,642.0,414.0,245.0,317.0,0.0,1713.0,1097.0,670.0,824.0,0.0,562.0,361.0,211.0,293.0,0.0,555.0,349.0,217.0,266.0,0.0,8.0,5.0,3.0,4.0,0.0,88.0,209.0,74.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5elw,635.0,406.0,243.0,313.0,0.0,1672.0,1069.0,648.0,834.0,0.0,558.0,351.0,217.0,292.0,0.0,550.0,353.0,217.0,269.0,0.0,8.0,5.0,3.0,4.0,0.0,86.0,210.0,76.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5en3,540.0,1054.0,0.0,306.0,0.0,1679.0,3138.0,0.0,953.0,0.0,434.0,820.0,0.0,238.0,0.0,531.0,1004.0,0.0,299.0,0.0,15.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5eng,981.0,888.0,73.0,218.0,0.0,3180.0,3046.0,220.0,789.0,0.0,819.0,759.0,60.0,193.0,0.0,813.0,780.0,61.0,193.0,0.0,16.0,19.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ep7,454.0,545.0,93.0,139.0,0.0,1749.0,2048.0,353.0,536.0,0.0,401.0,501.0,81.0,127.0,0.0,430.0,510.0,87.0,134.0,0.0,19.0,18.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5epl,1840.0,1177.0,191.0,224.0,0.0,6600.0,4292.0,724.0,883.0,0.0,1663.0,1088.0,182.0,213.0,0.0,1711.0,1095.0,187.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5epn,2028.0,1467.0,252.0,374.0,52.0,5658.0,4109.0,694.0,1041.0,144.0,1683.0,1218.0,211.0,311.0,41.0,1620.0,1197.0,202.0,322.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5eq1,241.0,326.0,144.0,0.0,38.0,930.0,1299.0,558.0,0.0,156.0,210.0,289.0,132.0,0.0,37.0,260.0,366.0,154.0,0.0,41.0,7.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5eqe,1575.0,872.0,179.0,0.0,0.0,4876.0,2635.0,533.0,0.0,0.0,1185.0,652.0,134.0,0.0,0.0,1426.0,778.0,161.0,0.0,0.0,24.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5eqp,1473.0,983.0,190.0,0.0,0.0,4520.0,3004.0,553.0,0.0,0.0,1112.0,735.0,138.0,0.0,0.0,1310.0,888.0,169.0,0.0,0.0,24.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5eqy,1985.0,1369.0,243.0,0.0,0.0,6247.0,4228.0,758.0,0.0,0.0,1490.0,1019.0,180.0,0.0,0.0,1795.0,1252.0,220.0,0.0,0.0,27.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5er1,10754.0,5565.0,908.0,903.0,0.0,7470.0,3865.0,625.0,623.0,0.0,1797.0,926.0,149.0,146.0,0.0,2712.0,1422.0,230.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5er2,15731.0,10180.0,1887.0,1693.0,0.0,10930.0,7097.0,1291.0,1184.0,0.0,2570.0,1653.0,304.0,257.0,0.0,3990.0,2596.0,479.0,444.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5er4,314.0,386.0,19.0,45.0,0.0,1464.0,1862.0,86.0,229.0,0.0,347.0,437.0,21.0,52.0,0.0,378.0,465.0,23.0,61.0,0.0,26.0,36.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5etb,411.0,430.0,40.0,51.0,0.0,1624.0,1687.0,146.0,193.0,0.0,366.0,387.0,33.0,46.0,0.0,443.0,481.0,43.0,52.0,0.0,14.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5etj,1299.0,823.0,336.0,199.0,0.0,4008.0,2587.0,1103.0,611.0,0.0,1165.0,739.0,307.0,173.0,0.0,1187.0,757.0,314.0,183.0,0.0,43.0,24.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5eu1,674.0,659.0,109.0,98.0,0.0,2868.0,2689.0,407.0,402.0,0.0,608.0,585.0,92.0,88.0,0.0,710.0,684.0,109.0,103.0,0.0,25.0,18.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ev8,558.0,352.0,56.0,108.0,158.0,1780.0,1142.0,172.0,370.0,496.0,541.0,347.0,49.0,108.0,151.0,549.0,352.0,51.0,106.0,154.0,11.0,7.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5evb,500.0,303.0,45.0,67.0,136.0,1759.0,1073.0,153.0,246.0,520.0,504.0,319.0,45.0,69.0,143.0,507.0,305.0,48.0,66.0,139.0,12.0,7.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5evd,593.0,351.0,42.0,60.0,134.0,2194.0,1301.0,155.0,250.0,515.0,614.0,375.0,44.0,67.0,142.0,619.0,370.0,48.0,66.0,138.0,15.0,9.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5evk,491.0,295.0,44.0,76.0,139.0,1741.0,1083.0,157.0,315.0,487.0,485.0,298.0,46.0,76.0,137.0,504.0,308.0,45.0,82.0,130.0,13.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5evz,800.0,668.0,318.0,705.0,0.0,2057.0,1747.0,831.0,1888.0,0.0,605.0,492.0,236.0,528.0,0.0,692.0,571.0,262.0,655.0,0.0,5.0,2.0,1.0,13.0,0.0,144.0,381.0,106.0,142.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ew0,762.0,497.0,67.0,152.0,192.0,2117.0,1362.0,188.0,407.0,552.0,615.0,400.0,52.0,117.0,159.0,638.0,414.0,62.0,125.0,167.0,19.0,12.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ewa,673.0,407.0,51.0,94.0,157.0,2249.0,1389.0,157.0,339.0,483.0,669.0,418.0,47.0,98.0,146.0,642.0,383.0,48.0,89.0,147.0,15.0,9.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ewk,988.0,993.0,163.0,104.0,0.0,2947.0,3055.0,494.0,348.0,0.0,761.0,765.0,124.0,77.0,0.0,865.0,884.0,147.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ewy,620.0,929.0,119.0,168.0,0.0,1824.0,2809.0,358.0,505.0,0.0,476.0,718.0,86.0,126.0,0.0,551.0,814.0,103.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,202.0,46.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
5exl,1758.0,1466.0,265.0,126.0,0.0,5113.0,4114.0,719.0,280.0,0.0,1452.0,1224.0,219.0,101.0,0.0,1569.0,1271.0,231.0,90.0,0.0,129.0,111.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5exm,1842.0,1473.0,211.0,165.0,0.0,5377.0,4183.0,597.0,407.0,0.0,1540.0,1240.0,178.0,133.0,0.0,1652.0,1293.0,192.0,130.0,0.0,129.0,107.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5exn,1322.0,1678.0,349.0,169.0,0.0,3753.0,4807.0,1009.0,420.0,0.0,1110.0,1411.0,285.0,137.0,0.0,1149.0,1465.0,324.0,129.0,0.0,84.0,123.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5exw,878.0,738.0,251.0,932.0,0.0,2210.0,1898.0,671.0,2461.0,0.0,649.0,545.0,190.0,692.0,0.0,747.0,626.0,208.0,863.0,0.0,7.0,3.0,0.0,12.0,0.0,222.0,572.0,160.0,212.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ey0,621.0,509.0,242.0,606.0,0.0,1843.0,1450.0,747.0,1616.0,0.0,505.0,411.0,197.0,478.0,0.0,506.0,400.0,196.0,459.0,0.0,7.0,1.0,4.0,5.0,0.0,122.0,319.0,94.0,91.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ey4,681.0,593.0,335.0,481.0,0.0,1509.0,1377.0,834.0,950.0,0.0,514.0,436.0,242.0,350.0,0.0,484.0,422.0,253.0,334.0,0.0,2.0,0.0,0.0,5.0,0.0,106.0,223.0,86.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5eyr,1612.0,1200.0,168.0,65.0,0.0,5740.0,4313.0,620.0,247.0,0.0,1369.0,1013.0,143.0,55.0,0.0,1446.0,1078.0,161.0,56.0,0.0,50.0,35.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f08,1741.0,1141.0,124.0,64.0,0.0,6215.0,4211.0,466.0,249.0,0.0,1435.0,967.0,105.0,56.0,0.0,1484.0,1016.0,111.0,56.0,0.0,47.0,31.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f0f,1580.0,1174.0,171.0,64.0,0.0,5767.0,4224.0,621.0,248.0,0.0,1320.0,968.0,142.0,54.0,0.0,1367.0,1033.0,157.0,54.0,0.0,50.0,34.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f1h,667.0,653.0,108.0,103.0,0.0,2850.0,2731.0,408.0,447.0,0.0,594.0,578.0,90.0,94.0,0.0,699.0,678.0,109.0,112.0,0.0,25.0,17.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f1r,1082.0,1319.0,65.0,185.0,65.0,3692.0,4544.0,211.0,606.0,200.0,785.0,959.0,46.0,137.0,41.0,900.0,1086.0,50.0,141.0,53.0,22.0,32.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f1v,921.0,417.0,116.0,128.0,0.0,2716.0,1211.0,351.0,379.0,0.0,734.0,334.0,93.0,106.0,0.0,870.0,386.0,114.0,119.0,0.0,23.0,12.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f1x,807.0,667.0,314.0,930.0,0.0,2040.0,1716.0,815.0,2451.0,0.0,592.0,489.0,231.0,681.0,0.0,679.0,565.0,250.0,856.0,0.0,4.0,2.0,0.0,11.0,0.0,225.0,572.0,158.0,212.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f25,506.0,495.0,66.0,65.0,0.0,2016.0,2014.0,261.0,267.0,0.0,454.0,445.0,58.0,59.0,0.0,506.0,513.0,69.0,75.0,0.0,20.0,17.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f2p,435.0,396.0,151.0,49.0,0.0,1685.0,1547.0,570.0,199.0,0.0,355.0,342.0,126.0,44.0,0.0,431.0,405.0,151.0,55.0,0.0,19.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f2r,989.0,769.0,324.0,893.0,0.0,2509.0,1986.0,857.0,2344.0,0.0,725.0,566.0,241.0,656.0,0.0,852.0,653.0,267.0,821.0,0.0,6.0,4.0,1.0,13.0,0.0,227.0,610.0,166.0,211.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f2u,3052.0,1632.0,174.0,364.0,45.0,12114.0,6528.0,746.0,1544.0,197.0,2777.0,1523.0,168.0,350.0,41.0,2817.0,1508.0,176.0,363.0,43.0,155.0,89.0,13.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f5z,1107.0,934.0,261.0,59.0,28.0,4145.0,3459.0,1008.0,236.0,114.0,901.0,762.0,232.0,47.0,25.0,1081.0,897.0,263.0,59.0,27.0,68.0,56.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f60,1000.0,892.0,261.0,59.0,28.0,3855.0,3429.0,1011.0,243.0,126.0,847.0,760.0,232.0,51.0,25.0,998.0,916.0,265.0,56.0,30.0,69.0,58.0,16.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f61,1079.0,924.0,260.0,59.0,28.0,4065.0,3492.0,1018.0,231.0,113.0,881.0,765.0,232.0,47.0,25.0,1049.0,911.0,267.0,58.0,27.0,62.0,56.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,109.0,24.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0
5f62,965.0,885.0,265.0,60.0,29.0,3724.0,3423.0,998.0,244.0,122.0,814.0,752.0,232.0,51.0,25.0,968.0,916.0,264.0,56.0,30.0,65.0,59.0,16.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,112.0,23.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0
5f63,945.0,886.0,253.0,77.0,26.0,3675.0,3478.0,971.0,327.0,122.0,810.0,766.0,225.0,68.0,24.0,969.0,942.0,255.0,78.0,29.0,63.0,57.0,14.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,116.0,23.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0
5f74,884.0,753.0,364.0,554.0,0.0,2185.0,1832.0,900.0,1337.0,0.0,640.0,539.0,262.0,401.0,0.0,597.0,491.0,234.0,354.0,0.0,5.0,6.0,5.0,4.0,0.0,84.0,205.0,60.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f8y,574.0,250.0,32.0,208.0,0.0,1620.0,737.0,82.0,623.0,0.0,552.0,249.0,30.0,205.0,0.0,446.0,196.0,25.0,167.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f9b,2243.0,1401.0,0.0,219.0,0.0,8780.0,5619.0,0.0,901.0,0.0,1993.0,1256.0,0.0,196.0,0.0,2028.0,1290.0,0.0,204.0,0.0,197.0,124.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fbi,582.0,701.0,123.0,138.0,0.0,1460.0,1729.0,338.0,363.0,0.0,489.0,582.0,105.0,111.0,0.0,531.0,622.0,111.0,122.0,0.0,47.0,60.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fck,1032.0,1145.0,314.0,160.0,0.0,2843.0,3137.0,866.0,433.0,0.0,883.0,965.0,273.0,139.0,0.0,943.0,1035.0,292.0,150.0,0.0,77.0,93.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,144.0,43.0,47.0,4.0,0.0,0.0,0.0,0.0,0.0
5fcz,972.0,537.0,71.0,265.0,64.0,3175.0,1683.0,205.0,842.0,224.0,894.0,502.0,66.0,230.0,62.0,945.0,515.0,61.0,252.0,66.0,31.0,16.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fdc,525.0,440.0,132.0,133.0,122.0,2027.0,1675.0,473.0,490.0,439.0,537.0,454.0,133.0,130.0,124.0,467.0,400.0,118.0,123.0,111.0,8.0,9.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fdi,555.0,465.0,129.0,208.0,111.0,2080.0,1708.0,471.0,805.0,412.0,549.0,471.0,133.0,209.0,117.0,498.0,428.0,117.0,194.0,102.0,7.0,9.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fe6,591.0,395.0,73.0,51.0,0.0,2273.0,1566.0,290.0,202.0,0.0,499.0,339.0,66.0,47.0,0.0,615.0,412.0,76.0,54.0,0.0,28.0,21.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fe7,585.0,444.0,80.0,86.0,0.0,2214.0,1728.0,306.0,330.0,0.0,479.0,379.0,63.0,74.0,0.0,614.0,472.0,81.0,88.0,0.0,31.0,21.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fe9,528.0,492.0,81.0,117.0,32.0,2027.0,1909.0,320.0,466.0,121.0,438.0,409.0,69.0,95.0,23.0,556.0,510.0,89.0,119.0,32.0,31.0,27.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fh7,510.0,752.0,142.0,55.0,0.0,1852.0,2633.0,490.0,196.0,0.0,419.0,612.0,119.0,48.0,0.0,515.0,706.0,145.0,56.0,0.0,19.0,48.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fh8,669.0,777.0,95.0,52.0,0.0,2504.0,2882.0,350.0,193.0,0.0,556.0,651.0,79.0,45.0,0.0,708.0,806.0,104.0,57.0,0.0,25.0,49.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fhm,1212.0,1067.0,508.0,309.0,0.0,3756.0,3274.0,1560.0,920.0,0.0,859.0,735.0,364.0,215.0,0.0,1023.0,899.0,452.0,259.0,0.0,80.0,69.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fhn,1105.0,1063.0,443.0,306.0,0.0,3501.0,3321.0,1380.0,930.0,0.0,794.0,738.0,326.0,213.0,0.0,981.0,923.0,408.0,259.0,0.0,69.0,66.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fho,905.0,1027.0,464.0,299.0,0.0,2801.0,3218.0,1343.0,928.0,0.0,632.0,715.0,316.0,210.0,0.0,784.0,894.0,401.0,267.0,0.0,55.0,68.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fl4,545.0,704.0,216.0,134.0,129.0,1716.0,2185.0,719.0,479.0,440.0,489.0,634.0,218.0,134.0,128.0,449.0,570.0,191.0,124.0,118.0,16.0,19.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fl5,519.0,585.0,217.0,156.0,130.0,1622.0,1831.0,706.0,540.0,442.0,464.0,518.0,204.0,148.0,130.0,436.0,476.0,193.0,140.0,117.0,14.0,16.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fl6,513.0,576.0,211.0,133.0,131.0,1618.0,1824.0,702.0,476.0,441.0,453.0,522.0,206.0,133.0,129.0,422.0,470.0,189.0,122.0,117.0,14.0,16.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5flo,397.0,502.0,271.0,58.0,0.0,1561.0,1945.0,970.0,228.0,0.0,405.0,525.0,268.0,58.0,0.0,371.0,474.0,247.0,53.0,0.0,11.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5flq,637.0,740.0,0.0,180.0,0.0,2286.0,2731.0,0.0,674.0,0.0,610.0,742.0,0.0,185.0,0.0,545.0,655.0,0.0,169.0,0.0,13.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fls,388.0,497.0,0.0,127.0,0.0,1453.0,1876.0,0.0,460.0,0.0,390.0,496.0,0.0,130.0,0.0,348.0,433.0,0.0,114.0,0.0,8.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5flt,382.0,577.0,0.0,171.0,0.0,1425.0,2170.0,0.0,622.0,0.0,373.0,577.0,0.0,169.0,0.0,319.0,510.0,0.0,147.0,0.0,9.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fnc,773.0,797.0,242.0,0.0,0.0,2624.0,2609.0,808.0,0.0,0.0,615.0,614.0,195.0,0.0,0.0,752.0,768.0,239.0,0.0,0.0,23.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fnd,671.0,627.0,187.0,59.0,65.0,2006.0,1865.0,583.0,167.0,206.0,530.0,500.0,149.0,47.0,53.0,660.0,618.0,185.0,56.0,65.0,15.0,14.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fnf,576.0,684.0,120.0,182.0,0.0,1848.0,2274.0,341.0,611.0,0.0,463.0,565.0,88.0,143.0,0.0,584.0,705.0,114.0,184.0,0.0,14.0,19.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fng,402.0,514.0,279.0,0.0,0.0,1543.0,1951.0,979.0,0.0,0.0,413.0,532.0,274.0,0.0,0.0,368.0,476.0,251.0,0.0,0.0,10.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fnr,823.0,1143.0,150.0,122.0,0.0,1991.0,2821.0,418.0,290.0,0.0,648.0,915.0,119.0,94.0,0.0,641.0,921.0,132.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fns,1316.0,1370.0,226.0,268.0,75.0,3105.0,3300.0,598.0,654.0,181.0,1021.0,1073.0,177.0,209.0,53.0,1017.0,1080.0,194.0,214.0,61.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fnt,1396.0,1664.0,222.0,266.0,74.0,3332.0,4009.0,598.0,651.0,180.0,1082.0,1287.0,180.0,209.0,54.0,1081.0,1299.0,187.0,210.0,58.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fnu,1831.0,1825.0,218.0,375.0,76.0,4359.0,4366.0,596.0,917.0,179.0,1415.0,1401.0,176.0,286.0,54.0,1419.0,1423.0,186.0,299.0,59.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fog,1574.0,974.0,441.0,256.0,0.0,4504.0,2723.0,1256.0,673.0,0.0,1127.0,676.0,302.0,177.0,0.0,1371.0,840.0,386.0,212.0,0.0,93.0,58.0,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
